JobTitle,Salary,CompanyName,CompanyRating,JobLocation,Summary,Date
Machine Learning & NLP,nan,TVS Next,4.0,"Bengaluru, Karnataka","We help our clients re-imagine, design and develop software to make this world a better place.",30+ days ago
"Data Engineer, India – ED&A ICC",nan,Nike,4.2,"Bengaluru, Karnataka",Nike has embraced big data technologies to enable data-driven decisions.,2 days ago
Data Scientist,nan,GridEdge Technologies,nan,"Pune, Maharashtra",Extending company’s data with third party sources of information when needed.,30+ days ago
Tableau - Developer,nan,InfoCepts,3.7,"Nagpur, Maharashtra",Develop SQL queries and support ad hoc requests for data.,2 days ago
Consultant - Data Science,nan,Antuit,3.8,"Bengaluru, Karnataka","Ensure completeness, accuracy and quality of data received.",30+ days ago
DataStage Developer,nan,Deloitte consultancies,nan,"Hyderabad, Telangana","Qualifications: Knowledge of a variety of computer science tools and techniques, such as: • Well proficient at expert level in SQL • Proficient in MSBI…",4 days ago
DATA ANALYST,nan,Inference Labs,nan,"Bengaluru, Karnataka",Good knowledge of data objects.,30+ days ago
Data Analyst,800000 - 1400000 a year,"Bsri solutions Pvt Ltd.,",nan,"Usman Road, Tamil Nadu","Understands the requirements from project teams, processes appropriate data sets, generates insightful reports, develops appropriate wireframes/visualization…",21 days ago
Data Scientist,nan,Pure Software,4.0,"Gurgaon, Haryana",Experience in data visualisation techniques to convey the results of a data science project outcome.,30+ days ago
Cluster Coordinator - (8 Posts),nan,United Nations Development Programme (UNDP),4.4,"Joshimath, Uttarakhand",Responsible for maintaining data sets: ensure that this data is updated and submitted at regular intervals.,2 days ago
Senior Talent Sourcer,nan,Epicor Software Corporation,3.5,"Bengaluru, Karnataka",A recruiter DNA that combines science with marketing.,Today
Consultant - GUR/BLR - TAT strategy,nan,Deloitte,4.0,"Gurgaon, Haryana",Synthesize and present insights and recommendations from data.,21 days ago
Horticulturist,nan,Action for Social Advancement (ASA),nan,"Ambikapur, Chhattisgarh",Help Teams in collating field data and entry in dedicated software.,6 days ago
Cobol Senior Developer,nan,FIS Global,3.5,"Pune, Maharashtra",Works independently on significant and unique issues where analysis of situations or data requires an evaluation of intangibles.,2 days ago
Data Scientist & AI Expert,nan,Siemens Technology and Services Private Limited,4.0,"Gurgaon, Haryana",Strong demonstrated knowledge of data science & AI technologies and associated frameworks.,14 days ago
"Data Analytics, Head - Data Analytics",nan,Della Group,nan,"Mumbai, Maharashtra",2.Oversees all activities of data analytics and data warehousing.,30+ days ago
Data Engineer,nan,skilora,nan,Remote,Dave.AI's flexible data model helps leverage silo'ed data across the Enterprise to learn unique customer journeys and predict the next best interaction for…,30+ days ago
Data Engineer,nan,BookMyShow,4.2,"Mumbai, Maharashtra",Industrialise the data science models and embed intelligence in product & business applications.,30+ days ago
Customer Support Engineer,nan,Fungible Inc.,nan,"Bengaluru, Karnataka","We are looking for Customer Support Engineers with networking, storage, or computing (especially virtualization) skills as applied in scale-out data centers.",Just posted
PACKAGING-IN-CHARGE,nan,Privi Life Sciences,3.5,"Roha, Maharashtra",To maintain data in ERP system.,17 days ago
Research Analyst,nan,Deutsche Bank,3.8,"Mumbai, Maharashtra","Proficiency with using various data providers like Bloomberg, Factset etc.",20 days ago
Data Scientist,nan,Alphonso,nan,"Bengaluru, Karnataka","With the industry’s largest TV data footprint, we map ad exposure data from tens of millions of households to a broad range of third-party data sets such as…",30+ days ago
Data Engineer,nan,Luxoft,4.4,"Bengaluru, Karnataka"," Have good domain knowledge and deliver with more autonomy, but need occasional guidance on computer science skills like data structures, algorithms.",6 days ago
Research Technician – PowerGrid-ICRISAT Watershed Project (Odisha),nan,ICRISAT,4.1,"Kalahandi, Orissa","Proficiency in computer skills (MS Office, data analysis).",16 days ago
Capacity Planning Forecasting Analyst,nan,Amazon Dev Center India - Hyd,3.6,"Hyderabad, Telangana",3+ years experience modeling data and/or statistical forecasting.,1 day ago
Associate Professor / Professor – Data Science & Information Systems,nan,Krea University,nan,"Chittoor, Andhra Pradesh",We are looking for applicants who hold a PhD in computer science/information systems from a reputable university and show evidence of quality research in the…,30+ days ago
Data Analysts,nan,Atulya Group,nan,India,Strong business analytical skills a must; ability to apply business logic to design and implement data mining techniques on large data sets.,30+ days ago
Technical Support Analyst,nan,ACI Worldwide,3.4,"Pune, Maharashtra","Gathers data, tests and replicates problems.",Today
Admin Analyst - Trademark - EUIPO,nan,Clarivate Analytics,3.4,"Kolkata, West Bengal","We deliver critical data, information, workflow solutions, and deep domain expertise to innovators worldwide.",28 days ago
Service Operations Expert,nan,Novartis,4.1,"Hyderabad, Telangana",Where you’re given opportunities to explore the power of digital and data.,1 day ago
Data Migration Specialist,nan,MRI Software,nan,"Bengaluru, Karnataka",Ensure data migrations are delivered with accuracy.,30+ days ago
Jr. Research Associate (Food & Nutrition),300000 - 350000 a year,OZiva,nan,"Mumbai, Maharashtra","Records, compiles, analyzes research data and evaluation procedures.",17 days ago
Senior Analyst - Data Insight Generation- Tech CoE-USI CMG - Hyderabad,nan,Deloitte,4.0,"Hyderabad, Telangana",We provide end–to-end solutioning across the data to insights journey Partner with stakeholders to identify their business needs and provide technical…,1 day ago
Data Scientist,nan,Bayer,4.2,"Bengaluru, Karnataka","Demonstrates intermediate proficiency in computational skills and level of experience building data models using R, Python or other statistical and/or…",30+ days ago
Data Analyst Executive,10000 - 20000 a month,Digiowner,nan,"Indore, Madhya Pradesh","5.Experience in data science toolkits such as R, python , statistics.",20 days ago
Data Analytics and Strategy Analyst/Sr Analyst,nan,Salesforce,4.3,"Hyderabad, Telangana",1+ years experience in the data warehouse space.,30+ days ago
Machine Learning Science Leader,nan,CareerXperts,nan,India,Strong communication and data presentation skills.,30+ days ago
Analytics & Data Science,nan,Kpro Solutions,nan,"Bengaluru, Karnataka","Minimum of 9 years- experience using data science and modelling tools such as SAS, SPSS, Python or R against large data sets, with demonstrable expert-level…",30+ days ago
Tibco EBX5 Developer,nan,Cognizant,3.9,"Kolkata, West Bengal",Identifies solution best practices across the MDM market place that help for a highly scalable and performant application in various data centric enterprises…,30+ days ago
Sr Data Analyst,nan,Uber,3.7,"Hyderabad, Telangana","Be an invaluable partner to cross-functional teams such as engineering, product management, various data teams to deploy data quality across critical pipelines…",7 days ago
Research Technician III - Laboratory,16400 - 34000 a month,IRRI Education,nan,"Varanasi, Uttar Pradesh",Assist in compilation of data.,1 day ago
Python/Django Developer,120000 - 350000 a year,Minda Solution Tech Mark,nan,"Mumbai, Maharashtra",Develop back-end components to improve responsiveness and overall performance.,Today
Business Analyst - Data Scientist,nan,Mitel,3.3,"Bengaluru, Karnataka",Practical experience in common data science toolkits and statistical analysis through the use of Excel.,5 days ago
Data Analyst,700000 a year,MedTourEasy,nan,"New Delhi, Delhi",Acquire data from primary or secondary data sources and maintain databases/data systems.,30+ days ago
Data Engineer,nan,IBM,3.9,"Bengaluru, Karnataka",BS in computer science or equivalent.,26 days ago
Team Manager,nan,Cognizant,3.9,"Kolkata, West Bengal",Graduate/Post Graduate/ Doctorate degree in life sciences/Pharmacy/Medical sciences/Registered Nurse.,13 days ago
"Senior Data Scientist Bangalore, Karnataka",nan,VMware,4.0,"Bengaluru, Karnataka","Prepare data for analysis using SQL or domain specific tool (example: Omniture for Digital), visualizing the data and executing to specifications.",23 days ago
"Senior Staff Engineer, Data Scientist",nan,Stryker,3.9,"Gurgaon, Haryana","Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.",7 days ago
Data Mgmt Leader 1,nan,WELLS FARGO BANK,3.7,"Bengaluru, Karnataka",Minimum Bachelors degree in Engineering (Specialized in IT or data science).,21 days ago
Intern - Fresher,nan,IQVIA,3.8,"Bengaluru, Karnataka","At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier…",13 days ago
Associate Partner – CPT Data Supply Chain LT00,nan,IBM,3.9,India,"Own the offerings and assets on key components of data supply chain, data governance & curation, data quality and master data management, data integration, data…",26 days ago
Territory Sales Representative,nan,Qiagen,nan,"New Delhi, Delhi",Information systems: Utilize SFDC for productivity to input customer data and provide information that will increase effectiveness of pre-call planning sales…,Today
Global Medical Data Analyst,nan,GSK,4.2,"Bengaluru, Karnataka",Recommends data aggregation or curation approaches to the engineering team and data science team for building analytics capabilities.,30+ days ago
Tableau Developer,271825 - 985000 a year,Vista IT Solutions Pvt. Ltd.,3.0,"Indore, Madhya Pradesh","At least 2 years of experience covering Tableau implementation lifecycle including hands-on development/programming, managing security, data modelling, data…",Today
CRC Level 1,nan,Icon plc,3.5,"Salem, Tamil Nadu","Bachelor's life science degree, or relevant industry-field experience.",1 day ago
Big Data Architect,nan,NCR,3.6,"Gurgaon, Haryana","Expertise with cloud computing, distributed computing, big data architecture, data governance, data visualization platforms in the cloud.",1 day ago
Internship PCB designer for Science / Electrical / Electronics candidates,3000 a month,Akiwate Electronics Design,nan,"Pune, Maharashtra",Job Responsibilities and Duties: PCB design and electronics data work.,6 days ago
Planning and Materials Management COE Data Scientist,nan,Hewlett Packard Enterprise,3.8,"Bengaluru, Karnataka",Ph.D or Masters in Statistics / computer science / operations research / data science / industrial engineering / supply chain / manufacturing systems.,6 days ago
Intern,nan,IQVIA,3.8,"Bengaluru, Karnataka","At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier…",1 day ago
SAM Analyst,nan,S&P Global,3.9,"Gurgaon, Haryana",Experience working with software inventory discovery data and license entitlement data.,Today
Project Data Manager - CDM+SAS+SDTM Role,nan,Syneos Health Clinical,3.6,"Hyderabad, Telangana",Trains and mentors data management staff.,2 days ago
Assistant Manager-Research & Insights -FSI- Insurance-Mumbai,nan,Deloitte,4.0,"Mumbai, Maharashtra",Using advanced data science and survey advisory capabilities to.,3 days ago
Data Engineering Manager,nan,aisle 3,nan,"Bengaluru, Karnataka",Real-time data streaming via Apache Spark via AWS EMR.,14 days ago
Research Economist,40000 a month,"Center for Study of Science, Technology and Policy...",4.5,"Bengaluru, Karnataka",O Develop and implement robust data collation using statistical techniques.,1 day ago
"Intern, Technology (Data Management)",nan,TeachForIndia,4.3,India,"Knowledge of data warehousing, data mining, and segmentation techniques.",30+ days ago
Business Analyst,120000 - 409999 a year,Minda Solution Tech Mark,nan,"Kolkata, West Bengal",Conducting research and analyzing data.,1 day ago
Test Engr II,nan,Honeywell,3.7,"Bengaluru, Karnataka",Effectively using data to make intelligent decisions.,1 day ago
Big Data,nan,XenonStack,2.5,"Mohali, Punjab","The role would involve big data pre-processing & reporting workflows including collecting, parsing, managing, analyzing and visualizing large sets of data to…",30+ days ago
Intern-DFM Data Analyst,nan,GLOBALFOUNDRIES,3.3,"Bengaluru, Karnataka",Big data skills: Spark/Pyspark/Scala/Spark SQL.,30+ days ago
Knowledge Analyst - Service Operations,nan,McKinsey & Company,4.3,"Gurgaon, Haryana","Degree in operations research, mathematics, statistics or computer science.",1 day ago
Chief Data Officer,nan,Resource Infinite,nan,"Bengaluru, Karnataka",The department shall include both data analytics and data science Departments .,16 days ago
"Analyst, Analytics & Benchmarking",nan,GSK,4.2,"Bengaluru, Karnataka","Strong analytical skills with ability to synthesize data (source, consolidate and mine data) and create robust visualizes of data to convey messages.",2 days ago
Big Data/Hadoop Teacher,30000 - 60000 a month,"Canadian College of Business, Science and Technolo...",nan,"Ahmedabad, Gujarat",We are looking to hire an instructor to teach the following:,11 days ago
Data Analyst,nan,6sense,nan,"Pune, Maharashtra","With the help of latest advancements in data science and our unique B2B web data access, our mission is to provide leading companies with 100% visibility into…",1 day ago
Sr. Data Scientist,nan,VMock Inc,nan,"Gurgaon, Haryana",Atleast 5 years of data science and machine learning experience.,14 days ago
Development Manager Big Data,2500000 - 4000000 a year,Talpro,nan,"Bengaluru, Karnataka",Build scalable pipelines for data analysis and transformation.,Today
Medical Editor,nan,Turacoz,nan,"Pune, Maharashtra","Interpretation and Presentation of Data: writing scientific documents involves review and interpretation of research data, presentation of those data in text,…",30+ days ago
Data Scientist - QuantumBlack,nan,McKinsey & Company,4.3,"Gurgaon, Haryana",Develop data science products and solutions for clients as well as for our data science team.,30+ days ago
Data Expert,nan,Traction on Demand,nan,"Jaipur, Rajasthan","Conducting data audit, cleansing and de-duplication projects to clean data.",30+ days ago
Director of Engineering,nan,Soroco,nan,"Bengaluru, Karnataka",Build quality assurance and data protection processes.,Today
Associate Analyst/Analyst - Regex,nan,Larvol,nan,Remote,Life sciences graduate with a minimum of 2 years secondary research experience.,9 days ago
Data Scientist,nan,Hookfish,nan,"Mumbai, Maharashtra","We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver…",30+ days ago
Data Scientist,nan,Virtusa Software Services Private Limited,nan,"Chennai, Tamil Nadu",Experience in analysing complex problems and translating them to data science algorithms with due attention to computational efficiency and testing at scale.,2 days ago
Presales Executive,nan,INTELLECTYX DATA SCIENCE INDIA,nan,India,"Identify and Respond to open RFPs, RFQs, RFIs, and Security questionnaires.",13 days ago
Data Engineer,nan,ADCI - Karnataka,3.6,"Bengaluru, Karnataka","Experience with data modeling, data warehousing, and building ETL pipelines.",21 days ago
Sr Data Scientist,nan,Evolent Health,3.1,"Pune, Maharashtra","As an experienced Data Scientist you’ll join a team of data scientists, analysts, and software engineers working to push the boundaries of data science in…",30+ days ago
Junior Data Analyst,nan,Indium Software,3.8,"Chennai, Tamil Nadu","Passion for problem solving by gathering descriptive insights through data extraction, slicing and dicing the data.",30+ days ago
Senior Data Engineer,nan,TheDataTeam,nan,"Chennai, Tamil Nadu",Experience in Performance tuning of big data applications.,24 days ago
SSIS - ETL Developer,431003 - 1420391 a year,Refixd technologies pvt.limited,nan,"Bengaluru, Karnataka","Populate data from source schemas to target – staging, data warehouse and data marts with star schema / 3NF model.",18 days ago
Data Scientist,nan,RedLotus,nan,"Mumbai, Maharashtra",Presenting information using data visualization techniques.,30+ days ago
Data Engineer,nan,STERIS,nan,"Pune, Maharashtra","The Data Engineer will work closely with a global team of software developers, data architects, data analysts and data scientists on data initiatives to ensure…",30+ days ago
Senior Data Scientist,nan,CrossML,nan,"Chandigarh, Chandigarh","One will be an expert in data science, machine learning and statistics, with extensive hands-on experience and the ability to balance technical and business…",30+ days ago
Data Scientist - NLP,nan,Novartis,4.1,"Hyderabad, Telangana",6 -10 years of overall experience with demonstrated track record in data science solutioning.,30+ days ago
Data Pipeline Developer,nan,Institutional Shareholder Services,3.3,"Mumbai, Maharashtra","Create Data pipeline (including but not limited to data analysis, data cleaning, data extraction, data preprocessing, transformation, aggregation, integration…",30+ days ago
IS - Data Science - Practice Lead,nan,Infosys Limited,3.9,"Bengaluru, Karnataka",The person will be responsible for leading a team of data scientists to deliver business impacting solutions.,30+ days ago
Principal Architect_Data Platform,nan,Myntra.com,4.2,"Bengaluru, Karnataka","Strong understanding of object-oriented programming, concurrency and fundamentals of computer-science.",30+ days ago
Associate Data Scientist - Process Mining,nan,Shell,3.9,"Chennai, Tamil Nadu",The individual will join a growing global data science organization spanning both on/offshore.,30+ days ago
Machine Learning,nan,XenonStack,2.5,"Chandigarh, Chandigarh",We are searching for top talent that will help solve some of the most challenging problems in the IT world using data science methodologies.,30+ days ago
Senior Data Scientist,nan,Innoplexus,4.5,"Pune, Maharashtra",Cross-functional collaboration between data science and engineering teams to support the integration of finished algorithms and prototypes into product.,30+ days ago
Data Engineer,nan,Webhelp,2.9,"Gurgaon, Haryana",Creating and maintaining optimal data pipeline architecture and work with data and analytics experts to strive for greater functionality in our data systems.,20 days ago
Senior Data Engineer,nan,Visa,3.9,"Bengaluru, Karnataka",Strong algorithms and data structures.,3 days ago
Power BI/Hadoop ETL/SQL Data Engineer_ Noida_C2H,nan,Trigent Software Limited,2.8,"Noida, Uttar Pradesh",Knowledgeon ETL(data from other sources).,2 days ago
Python Developer Data Science,nan,Talentbasket,nan,"Ernakulam, Kerala","Expert in python with data analysis, workflows/data science experience.",22 days ago
Research Associate,nan,Icon plc,3.5,"The Rutu Estate, Thane, Maharashtra",Bachelors Degree in science related field.,3 days ago
Regional Head Group Facility Management- APAC,nan,Syngenta,4.1,India,Collating and validation of property data with monthly updates to leadership for business reporting.,1 day ago
Mindshare | Partner - Data and Technology,nan,Mindshare,nan,"Mumbai, Maharashtra","Designing data science-led solutions, specifically for the CRM marketing area.",30+ days ago
Data Science SSE Noida,nan,Sampoorna Computer People,3.6,"Noida, Uttar Pradesh","BA, BBA/BMS, BCA, BCom, BCS, BE-Comp/IT, BEd, BE-Other, BIS, BIT, BSc-Comp/IT, BSc-Other, BTech-Comp/IT, BTech-Other.",3 days ago
Data Engineer - Master Data Management,nan,Gartner,3.7,"Gurgaon, Haryana",Good understanding of business process and analyzing underlying data.,29 days ago
Data quality Specialist - Asset Management,nan,Finastra,3.4,"Pune, Maharashtra",Proficiency with data processing and data warehouse / big data environments.,30+ days ago
Python Developer Intern,nan,RannLab Technologies,nan,Remote,Implement security and data protection solutions.,30+ days ago
Behavioral Science Lead,nan,Fractal.ai,nan,"Mumbai, Maharashtra",Desire to incorporate data science and design thinking into your practice of applied behavioral science.,30+ days ago
Data Engineer,nan,TVS,3.8,"Bengaluru, Karnataka",Build workflows to ensure data extraction quality and storage into our backend data store.,30+ days ago
Data Analyst,nan,IBM,3.9,"Bengaluru, Karnataka",Acquire data from primary or secondary data sources and maintain databases/data system.,30+ days ago
Associate Partner -Data & AI LT00,nan,IBM,3.9,India,"Push the edges of possibility, in what one can do with data.",30+ days ago
Data Science Trainer,13000 - 16000 a month,LIVEWIRE - A division of Cadd centre training serv...,nan,"Hyderabad, Telangana","Should have a strong knowledge on Machine Learning, Deep Learning, R Programming; Python,Statistics,Hadoop etc.",4 days ago
Data Scientist,60000 - 100000 a month,Cove Venture,nan,"Guntur, Andhra Pradesh","60,000 to Rs 1,00,000 per month.",30+ days ago
Associate Data Scientist,nan,Shell,3.9,"Chennai, Tamil Nadu",Assess data availability and modeling feasibility.,30+ days ago
Android Intern,nan,Basidia Learning Pvt Ltd,nan,"Bengaluru, Karnataka",Work with outside data sources and API.,8 days ago
"Trainee, Media Co ordinator",nan,Hudson's Bay Company,3.7,"Bengaluru, Karnataka",What This Position Is All About:,2 days ago
Data Scientist,nan,Exeliq Consulting,nan,"Kandivali, Mumbai, Maharashtra","Currently we are looking for a Senior Computer Vision Engineer who is passionate about the sphere of Big Data, Data Science and AI.",30+ days ago
Data Science Intern,nan,skilora,nan,"Kochi, Kerala",All the data collected from the users would be used only for recruitment purposes.,30+ days ago
"Python Data Engineer, Analyst",nan,BlackRock,3.8,"Gurgaon, Haryana",Experience with manipulation and reconciliation of large data sets.,30+ days ago
Customer Service Admin CIM Specialist,nan,"Agilent Technologies, Inc.",4.1,"Gurgaon, Haryana","Authorized for creation and maintenance of customer master data, eye for details to validate customer data, new account & contact updation.",2 days ago
Deep Learning Engineer,300000 - 700000 a year,Imfinite HR Solutions,nan,"Pune, Maharashtra",Deep knowledge of Algorithm & data structure design is required.,13 days ago
Software Engineer (data sciences),nan,Referral,nan,"Bengaluru, Karnataka",Familiarity with ingestion/extraction data from varied data sources.,3 days ago
Clinical Data Manager,nan,Ancillarie,nan,"Mumbai, Maharashtra","Bachelor’s Degree (Science, Pharmacy, Life science), with minimum Four to five years of experience in Clinical Data Management.",30+ days ago
Research Data Scientist,nan,Analytics Quotient,3.8,"Bengaluru, Karnataka",Empower the growing AQ community to generate value from existing data assets.,30+ days ago
Data Scientist,nan,Colortokens,2.3,"Bengaluru, Karnataka","Good knowledge on data modelling, software architecture and data structures.",30+ days ago
Software Trainee (Netsuite Consultant),15000 a month,Amzur Technologies,3.8,Remote,"As a member of a project team, follows standard practices and procedures to analyze situations/data and provide quality work products to deliver functional and…",8 days ago
Data Scientist,nan,KBR,4.1,"Pune, Maharashtra",Develop new data science solutions for KBR’s clients.,23 days ago
Research Associate,nan,Advarra / Forte Research Systems India,nan,"Bengaluru, Karnataka",Minimum qualification: Degree in Life sciences/related fields.,16 days ago
Python Programmer,200000 - 300000 a year,3RI TECHNOLOGIES,5.0,"Pune, Maharashtra",Clear understanding of different data structures including list and dictionary.,30+ days ago
Quality Control and Assurance Executive,20000 - 30000 a month,Reach Global India Pvt. Ltd.,nan,"Shirwal, Maharashtra","D* Responsible for developing set of quality documents product wise and maintaining the important set of documents like stability data, shelf life, microbial…",9 days ago
Urgent Opening for the position of IT Analyst @Navi Mumbai,nan,Vasta Bioinformatics Pvt Ltd,nan,"Navi Mumbai, Maharashtra",Knowledge of system security (e.g. intrusion detection systems) and data.,11 days ago
ANALYST-DATA SCIENCE-PYTHON,nan,Fine Jobs,nan,"Mumbai, Maharashtra",Work with internal and external teams to develop models (ranging from data exploration to feature engineering and model development to validation and scoring.).,30+ days ago
Data Integration Engineer,nan,Pearson,3.7,"Bengaluru, Karnataka","As part of a multidisciplinary team, the data integration engineer will be responsible for the design, build, and improve solutions that help analysts transform…",25 days ago
Assistant Professor – Data Science & Information Systems,nan,Krea University,nan,"Chittoor, Andhra Pradesh",We are looking for applicants who hold a PhD in computer science/information systems from a reputable university and show evidence of quality research in the…,30+ days ago
Assistente de Software - Especialista,nan,IBM,3.9,Bihar,"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition.",26 days ago
Data Engineer,nan,KPC Medical College & Hospital,4.0,"Jadavpur, Kolkata, West Bengal","Collaborate with App/Dev, Habit IT and business system owners on resolution to complex/challenging issues that arise out of data access, integrity, availability…",30+ days ago
Data Scientist,nan,torcai digital media,nan,"Pune, Maharashtra",Keep abreast of the latest developments in the data science space across industries for potential uses.,30+ days ago
Business Analyst,700000 a year,AQB Solutions Pvt Ltd,4.5,"Kolkata, West Bengal",We are looking for an experienced Business Analyst to join our team.,30+ days ago
Sr Data Engineer,nan,General Electric,4.0,"Bengaluru, Karnataka","Understands logical and physical data models, big data storage architecture, data modelling methodologies, metadata management, master data management, data…",21 days ago
Collaboration Administrator/Data Analyst,17000 - 25000 a month,AI Engineer,nan,"Trichur, Kerala","Review system data, scrub and create reports.",8 days ago
Associate Architect - Data Science,nan,Icertis,3.8,"Pune, Maharashtra","Define the variables and their inter-relationships and extract the data from our data repositories, leveraging infrastructure including Cloud computing…",30+ days ago
Professional 2 Data Analyst,nan,DXC,3.2,"Chennai, Tamil Nadu","Applies data analysis or data modeling techniques to establish, modify or maintain data structures and their associated components to increase efficiency of…",30+ days ago
Data Scientist,nan,Testbook,4.0,"Navi Mumbai, Maharashtra",Able to understand various data structures and common methods in data transformation.,30+ days ago
Data Engineer: Data Modeling and Data Architect,nan,IBM,3.9,"Mumbai, Maharashtra",Perform data analysis and data modeling for operational application and analytical databases.,26 days ago
Data Science/ Machine Learning,nan,Connect 4 Resources,nan,"Mehrau;I, Delhi",Answer complex business questions by using appropriate statistical techniques on available data or designing and running experiments to gather data.,30+ days ago
Data Scientist - GAIA India job stage 5,nan,Ericsson,4.1,"Bengaluru, Karnataka",Assess the effectiveness of new data sources and data gathering techniques.,23 days ago
Data Scientist,nan,Transorg Analytics,2.3,"Gurgaon, Haryana",Should have sound experience in data mining and data analysis.,30+ days ago
Data Governance Consultant - Manager - D&A,nan,Ernst & Young,4.0,"Thiruvananthapuram, Kerala","Must strong experience in key areas of data management including data architecture, data quality, data security.",15 days ago
Data Warehouse developer,nan,Splenta Systems,nan,"Bengaluru, Karnataka","Perform the design and extension of data marts, meta data, and data models.",19 days ago
Data Analytics Engineer,nan,Autodesk,4.1,"Bengaluru, Karnataka","Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.",30+ days ago
Data Scientist,nan,BlueJeans,nan,"Bengaluru, Karnataka",Very strong SQL and data visualization.,30+ days ago
Data Scientist,nan,Coso IT,nan,"Bengaluru, Karnataka",Must have experience in designing and implementing machine learning or statistical models for big data analytics using Spark-ML / Tensorflow.,30+ days ago
Data Scientist,nan,IQLECT,nan,"Bengaluru, Karnataka","Experience with common data science toolkits, such as R, Matlab, Python related etc.",30+ days ago
Data Engineer,nan,Priceline.com,nan,"Mumbai, Maharashtra","Improve upon the data ingestion models, ETL jobs, and alarming to maintain data integrity and data availability.",30+ days ago
Part Time/ Freelance Report and Proposal Writer,25000 - 50000 a month,Sutra Consulting Private Limited,nan,"Bhubaneshwar, Orissa","Hands on experience in data analysis, report writing and technical proposal development.",30+ days ago
"Director- Data Governance, Quality & Architecture",nan,Deutsche Bank,3.8,"Pune, Maharashtra","Extended experience in one or more relevant technical domain from data governance, data architecture or data science and analytics as a practitioner and a…",30+ days ago
Data Base Analyst - Male,25000 - 30000 a month,Kavin Corporation,2.8,"Bengaluru, Karnataka",We require male data analyst who has completed B.C.,22 days ago
Senior Staff Flood Data Scientist,nan,One Concern,nan,"Alwal, Hyderabad, Telangana","By combining data science and natural phenomena science we are pursuing a vision for planetary-scale resilience, where everyone lives in a safe, equitable, and…",30+ days ago
Senior Data Engineer,1400000 - 2000000 a year,GIUSTINO SOLUTIONS PVT LTD,nan,"Hyderabad, Telangana",Develop enhancements to contextualization of data in the data lake with the use of reference data from Master data tools across GP and data catalogs.,14 days ago
Python Developer,25000 - 50000 a month,DeMa Tech Solutions (P) Ltd.,nan,"Kochi, Kerala","We at DeMa Tech Solutions (P) Ltd, a Canada based web development firm located at Kochi, looking for skilled Python Developers who are having sound…",6 days ago
Media Data Scientist,nan,freshworks,4.4,"Bengaluru, Karnataka",Enable content generation models based on user consumption and behavioral data.,22 days ago
Validation and Application Engineer- Thermo-Fluid System Design,nan,Altair Engineering,4.2,"Bengaluru, Karnataka",Advanced academic background in Thermal and Fluid sciences.,Today
Intern - WFH - Deep Learning / AI,nan,Prime Vision Technologies,nan,Remote,Excellent understanding of deploying data pipelines for Computer Vision projects.,25 days ago
Clinical Research Associate,nan,Takeda Pharmaceuticals,3.8,"Gurgaon, Haryana",Ensure collection of all data and remaining study supplies for return.,Today
Data Scientist for Novo Nordisk Quality,nan,Novo Nordisk,4.1,"Bengaluru, Karnataka",You should be able to Develop and maintain an IT platform to support data analysis and development and operationalization of data science solutions.,30+ days ago
Big Data Engineer,nan,CereSight,nan,India,Experience with integration of data from multiple data sources;,30+ days ago
Application Specialist,nan,Molbio Diagnostics,4.0,"Pune, Maharashtra",Issues by gathering the relevant data.,4 days ago
Data Scientist,1500000 - 2500000 a year,Saffron Consultancy Services,nan,"Delhi, Delhi","Working with big data sets; data extraction, data mining, visualization, storytelling.",30+ days ago
Data Engineer - Redshift,nan,People Interactive Pvt Ltd.,4.1,"Mumbai, Maharashtra","Familiarity with data warehousing modeling, such as dimensional data modeling and schema design.",18 days ago
DATA MODELER – MARIA DB / CASSANDRA,nan,Careator Technologies,nan,India,Data Modeler – Maria DB / Cassandra.,30+ days ago
Executive,nan,Renesas Electronics India Pvt. Ltd.,nan,"Bengaluru, Karnataka","Access the Sales data, Annual Budget information, Design Funnel data to prepare reports that are meaningful to the sales team.",Just posted
Core Computer Science – Research Engineers – CGPA > 8,nan,CareerXperts,nan,"Bengaluru, Karnataka","Hands-on skills in cleaning, manipulating, analyzing, visualizing and modeling large data sets.",30+ days ago
Python Developer,nan,HERE Technologies,3.8,"Mumbai, Maharashtra",HERE Technologies is a location data and technology platform company.,Today
Assistant Manager- Analytics,nan,Publicis Groupe,3.7,"Mumbai, Maharashtra",Deepen our analytics and data science expertise by evolving our work product through newer methodologies.,Today
Big Data Operations Engineer,nan,Micron,3.8,"Hyderabad, Telangana","The Data Operation team works closely with development team and Micron’s business functions in all aspects of data, data warehousing, and business intelligence…",30+ days ago
Software Engineer (Cramer),nan,amdocs,3.8,"Pune, Maharashtra",If you’re a smartphone user then you are part of an ever more connected and digital world.,Today
Specialist,nan,Microsoft,4.2,"Mumbai, Maharashtra","You will help customers evaluate their cloud strategy, determine approaches to application and data migration and modernization, and recommend solutions that…",2 days ago
